iShares Russell 1000 ETF
Fund Holdings as of,"Mar 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"121,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","49,384,157.68","0.11","49,384,157.68","162,898.00","303.16","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","49,164,615.08","0.11","49,164,615.08","575,092.00","85.49","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","49,149,417.36","0.11","49,149,417.36","227,512.00","216.03","United States","NASDAQ","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","49,085,912.10","0.11","49,085,912.10","382,587.00","128.30","United States","NASDAQ","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","48,816,740.00","0.11","48,816,740.00","223,930.00","218.00","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","48,267,967.65","0.11","48,267,967.65","150,157.00","321.45","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","47,885,784.26","0.11","47,885,784.26","178,319.00","268.54","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","47,570,052.60","0.11","47,570,052.60","111,132.00","428.05","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","47,282,303.82","0.11","47,282,303.82","47,282,304.00","100.00","United States","-","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","47,277,189.52","0.11","47,277,189.52","1,391,324.00","33.98","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","47,046,924.46","0.11","47,046,924.46","158,894.00","296.09","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","46,947,851.34","0.11","46,947,851.34","133,367.00","352.02","United States","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","46,221,200.06","0.11","46,221,200.06","159,334.00","290.09","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","45,725,301.62","0.11","45,725,301.62","39,538.00","1,156.49","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","45,560,688.54","0.11","45,560,688.54","161,214.00","282.61","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","45,431,622.66","0.11","45,431,622.66","1,669,053.00","27.22","United States","NASDAQ","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","45,102,764.49","0.10","45,102,764.49","155,211.00","290.59","United States","NYSE","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","44,537,793.40","0.10","44,537,793.40","467,245.00","95.32","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","44,442,102.82","0.10","44,442,102.82","709,711.00","62.62","United States","NASDAQ","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","44,348,339.46","0.10","44,348,339.46","837,077.00","52.98","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","44,221,706.40","0.10","44,221,706.40","101,032.00","437.70","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","43,502,800.95","0.10","43,502,800.95","245,987.00","176.85","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","43,361,377.53","0.10","43,361,377.53","245,771.00","176.43","United States","NYSE","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","43,288,708.24","0.10","43,288,708.24","152,216.00","284.39","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","43,192,033.45","0.10","43,192,033.45","485,795.00","88.91","United States","NYSE","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","43,000,078.38","0.10","43,000,078.38","369,607.00","116.34","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","42,578,003.16","0.10","42,578,003.16","130,977.00","325.08","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","42,127,508.26","0.10","42,127,508.26","232,018.00","181.57","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","41,097,897.46","0.10","41,097,897.46","223,346.00","184.01","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","41,071,794.12","0.09","41,071,794.12","445,851.00","92.12","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","41,010,273.51","0.09","41,010,273.51","903,509.00","45.39","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","40,447,442.30","0.09","40,447,442.30","11,945.00","3,386.14","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","39,997,602.28","0.09","39,997,602.28","261,559.00","152.92","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","39,718,843.97","0.09","39,718,843.97","484,199.00","82.03","United States","NYSE","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","39,385,618.86","0.09","39,385,618.86","298,806.00","131.81","United States","NASDAQ","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","39,366,587.52","0.09","39,366,587.52","542,688.00","72.54","United States","NASDAQ","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","39,282,423.18","0.09","39,282,423.18","654,053.00","60.06","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","39,116,520.44","0.09","39,116,520.44","50,332.00","777.17","United States","NASDAQ","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","38,777,584.12","0.09","38,777,584.12","181,577.00","213.56","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","38,176,777.32","0.09","38,176,777.32","186,492.00","204.71","United States","NYSE","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC","Information Technology","Equity","38,095,246.51","0.09","38,095,246.51","237,191.00","160.61","United States","NYSE","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","37,636,850.88","0.09","37,636,850.88","323,424.00","116.37","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","37,316,734.26","0.09","37,316,734.26","822,498.00","45.37","United States","NASDAQ","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","37,233,581.94","0.09","37,233,581.94","151,689.00","245.46","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","37,093,646.94","0.09","37,093,646.94","33,159.00","1,118.66","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","37,089,647.10","0.09","37,089,647.10","611,435.00","60.66","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","36,810,684.13","0.09","36,810,684.13","315,403.00","116.71","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","36,692,468.00","0.08","36,692,468.00","24,950.00","1,470.64","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","36,668,601.71","0.08","36,668,601.71","242,021.00","151.51","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","36,590,943.68","0.08","36,590,943.68","499,808.00","73.21","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","36,264,588.84","0.08","36,264,588.84","179,226.00","202.34","United States","NASDAQ","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","36,159,085.28","0.08","36,159,085.28","111,823.00","323.36","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","36,093,533.02","0.08","36,093,533.02","336,662.00","107.21","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","35,944,676.24","0.08","35,944,676.24","170,104.00","211.31","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","35,891,662.36","0.08","35,891,662.36","152,458.00","235.42","United States","NASDAQ","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","35,888,440.32","0.08","35,888,440.32","122,436.00","293.12","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","35,533,541.27","0.08","35,533,541.27","165,019.00","215.33","United States","NYSE","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","34,921,131.84","0.08","34,921,131.84","442,656.00","78.89","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","34,551,597.36","0.08","34,551,597.36","724,808.00","47.67","United States","NASDAQ","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","34,148,603.28","0.08","34,148,603.28","2,384,679.00","14.32","Brazil","NYSE","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","34,102,615.05","0.08","34,102,615.05","412,515.00","82.67","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","34,026,219.12","0.08","34,026,219.12","125,078.00","272.04","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","33,876,293.26","0.08","33,876,293.26","45,314.00","747.59","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","33,588,661.40","0.08","33,588,661.40","31,220.00","1,075.87","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","33,222,008.25","0.08","33,222,008.25","560,709.00","59.25","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","32,880,488.40","0.08","32,880,488.40","299,458.00","109.80","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","32,780,309.10","0.08","32,780,309.10","421,883.00","77.70","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","32,736,590.64","0.08","32,736,590.64","56,862.00","575.72","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","32,712,412.88","0.08","32,712,412.88","318,338.00","102.76","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","32,437,640.25","0.07","32,437,640.25","2,779,575.00","11.67","United States","NYSE","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","32,377,160.70","0.07","32,377,160.70","361,554.00","89.55","South Africa","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","32,228,678.37","0.07","32,228,678.37","203,631.00","158.27","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","31,814,969.88","0.07","31,814,969.88","199,893.00","159.16","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","31,748,746.38","0.07","31,748,746.38","466,962.00","67.99","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","31,304,973.15","0.07","31,304,973.15","145,233.00","215.55","United States","NYSE","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","31,211,716.44","0.07","31,211,716.44","136,391.00","228.84","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","31,097,437.80","0.07","31,097,437.80","502,788.00","61.85","United States","NYSE","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","31,036,981.27","0.07","31,036,981.27","223,079.00","139.13","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","30,589,543.43","0.07","30,589,543.43","30,589,543.00","1.00","United States","-","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","30,559,912.50","0.07","30,559,912.50","940,305.00","32.50","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","30,246,346.65","0.07","30,246,346.65","674,389.00","44.85","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","30,218,103.30","0.07","30,218,103.30","112,910.00","267.63","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","29,964,029.44","0.07","29,964,029.44","120,667.00","248.32","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","29,796,713.52","0.07","29,796,713.52","96,567.00","308.56","United States","NYSE","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","29,761,475.40","0.07","29,761,475.40","65,860.00","451.89","United States","NYSE","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","29,754,581.40","0.07","29,754,581.40","90,522.00","328.70","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","29,507,503.68","0.07","29,507,503.68","644,128.00","45.81","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","29,281,022.71","0.07","29,281,022.71","431,047.00","67.93","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","29,226,770.04","0.07","29,226,770.04","415,389.00","70.36","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","29,119,269.33","0.07","29,119,269.33","385,839.00","75.47","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","29,112,028.65","0.07","29,112,028.65","80,721.00","360.65","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","28,927,397.40","0.07","28,927,397.40","356,820.00","81.07","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","28,891,158.30","0.07","28,891,158.30","322,626.00","89.55","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","28,827,679.10","0.07","28,827,679.10","159,181.00","181.10","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","28,525,092.75","0.07","28,525,092.75","211,689.00","134.75","United States","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","28,452,547.67","0.07","28,452,547.67","258,589.00","110.03","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","28,391,053.08","0.07","28,391,053.08","115,986.00","244.78","United States","NYSE","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","28,343,847.60","0.07","28,343,847.60","342,317.00","82.80","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","27,933,426.82","0.06","27,933,426.82","396,838.00","70.39","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","27,658,436.10","0.06","27,658,436.10","334,443.00","82.70","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","27,585,502.56","0.06","27,585,502.56","140,728.00","196.02","United States","NASDAQ","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","27,487,382.21","0.06","27,487,382.21","222,949.00","123.29","United States","NASDAQ","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","27,452,705.12","0.06","27,452,705.12","1,574,123.00","17.44","United States","NYSE","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","27,104,915.54","0.06","27,104,915.54","51,046.00","530.99","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","27,080,678.60","0.06","27,080,678.60","323,390.00","83.74","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","26,995,880.31","0.06","26,995,880.31","163,443.00","165.17","United States","NYSE","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","26,845,881.30","0.06","26,845,881.30","200,193.00","134.10","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","26,629,829.60","0.06","26,629,829.60","76,805.00","346.72","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","26,213,374.16","0.06","26,213,374.16","232,553.00","112.72","United States","NYSE","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","25,864,240.36","0.06","25,864,240.36","187,844.00","137.69","United States","NYSE","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","25,512,299.92","0.06","25,512,299.92","350,059.00","72.88","United States","NASDAQ","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","25,445,249.18","0.06","25,445,249.18","94,406.00","269.53","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","25,255,556.96","0.06","25,255,556.96","198,988.00","126.92","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","25,145,836.04","0.06","25,145,836.04","42,662.00","589.42","United States","NYSE","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","25,098,102.70","0.06","25,098,102.70","443,038.00","56.65","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","25,070,438.25","0.06","25,070,438.25","129,865.00","193.05","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","25,071,054.80","0.06","25,071,054.80","132,616.00","189.05","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","24,879,850.35","0.06","24,879,850.35","54,069.00","460.15","United States","NASDAQ","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","24,730,829.64","0.06","24,730,829.64","259,614.00","95.26","United States","NYSE","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","24,676,417.80","0.06","24,676,417.80","378,705.00","65.16","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","24,564,447.22","0.06","24,564,447.22","952,849.00","25.78","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","24,481,134.14","0.06","24,481,134.14","341,629.00","71.66","United States","NYSE","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","24,301,853.64","0.06","24,301,853.64","921,572.00","26.37","United States","NASDAQ","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","24,073,115.28","0.06","24,073,115.28","31,478.00","764.76","United States","NYSE","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","23,879,975.62","0.06","23,879,975.62","1,352,207.00","17.66","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","23,775,509.68","0.05","23,775,509.68","254,774.00","93.32","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","23,762,092.64","0.05","23,762,092.64","308,759.00","76.96","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","23,751,330.05","0.05","23,751,330.05","283,937.00","83.65","United States","NYSE","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","23,695,101.40","0.05","23,695,101.40","328,187.00","72.20","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","23,625,179.83","0.05","23,625,179.83","104,393.00","226.31","United States","NYSE","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","23,513,742.72","0.05","23,513,742.72","236,652.00","99.36","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","23,153,469.95","0.05","23,153,469.95","599,365.00","38.63","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","23,146,517.11","0.05","23,146,517.11","385,711.00","60.01","United States","NYSE","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","22,910,310.36","0.05","22,910,310.36","202,782.00","112.98","United States","NYSE","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","22,553,895.00","0.05","22,553,895.00","103,935.00","217.00","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","22,469,265.00","0.05","22,469,265.00","109,740.00","204.75","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","22,306,525.82","0.05","22,306,525.82","442,502.00","50.41","United States","NYSE","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","22,294,336.68","0.05","22,294,336.68","1,434,642.00","15.54","United States","NASDAQ","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","22,183,319.94","0.05","22,183,319.94","149,574.00","148.31","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","22,130,990.90","0.05","22,130,990.90","281,207.00","78.70","United States","NYSE","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","22,117,542.40","0.05","22,117,542.40","146,435.00","151.04","United States","NYSE","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","21,848,710.56","0.05","21,848,710.56","41,196.00","530.36","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","21,649,337.28","0.05","21,649,337.28","382,227.00","56.64","United States","NASDAQ","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","21,534,098.30","0.05","21,534,098.30","231,674.00","92.95","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","21,513,310.60","0.05","21,513,310.60","147,170.00","146.18","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","21,417,997.68","0.05","21,417,997.68","229,413.00","93.36","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","21,257,162.00","0.05","21,257,162.00","75,050.00","283.24","United States","NYSE","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","21,238,489.75","0.05","21,238,489.75","148,055.00","143.45","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","21,216,155.00","0.05","21,216,155.00","174,260.00","121.75","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","21,195,644.67","0.05","21,195,644.67","210,839.00","100.53","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","21,095,284.96","0.05","21,095,284.96","69,778.00","302.32","United States","NYSE","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","21,086,429.71","0.05","21,086,429.71","819,527.00","25.73","United States","NYSE","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","20,995,888.08","0.05","20,995,888.08","305,706.00","68.68","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","20,832,196.16","0.05","20,832,196.16","629,752.00","33.08","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","20,765,507.45","0.05","20,765,507.45","114,379.00","181.55","United States","NYSE","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","20,760,578.54","0.05","20,760,578.54","766,922.00","27.07","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","20,747,233.32","0.05","20,747,233.32","96,427.00","215.16","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","20,716,572.80","0.05","20,716,572.80","192,176.00","107.80","United States","NYSE","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","20,669,729.24","0.05","20,669,729.24","33,052.00","625.37","United States","NYSE","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","20,643,513.93","0.05","20,643,513.93","345,267.00","59.79","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","20,635,047.36","0.05","20,635,047.36","74,484.00","277.04","United States","Cboe BZX","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","20,544,318.69","0.05","20,544,318.69","290,297.00","70.77","United States","NYSE","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","20,141,500.54","0.05","20,141,500.54","508,367.00","39.62","United States","NYSE","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","19,945,043.68","0.05","19,945,043.68","120,412.00","165.64","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","19,806,767.64","0.05","19,806,767.64","104,698.00","189.18","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","19,799,588.90","0.05","19,799,588.90","68,390.00","289.51","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","19,773,544.44","0.05","19,773,544.44","83,694.00","236.26","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","19,697,468.49","0.05","19,697,468.49","468,207.00","42.07","United States","NYSE","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","19,609,823.61","0.05","19,609,823.61","154,323.00","127.07","United States","NASDAQ","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","19,584,769.24","0.05","19,584,769.24","527,039.00","37.16","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","19,454,563.38","0.04","19,454,563.38","149,662.00","129.99","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","19,348,089.39","0.04","19,348,089.39","271,781.00","71.19","United States","NYSE","USD","1.00","USD","-"
