iShares Russell 1000 ETF
Fund Holdings as of,"Mar 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"121,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PNR","PENTAIR","Industrials","Equity","10,189,743.88","0.02","10,189,743.88","116,308.00","87.61","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","10,172,814.30","0.02","10,172,814.30","30,690.00","331.47","United States","NYSE","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","10,172,996.48","0.02","10,172,996.48","83,632.00","121.64","United States","NYSE","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","10,153,150.20","0.02","10,153,150.20","118,005.00","86.04","United States","NYSE","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","10,127,060.16","0.02","10,127,060.16","150,164.00","67.44","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","10,100,600.70","0.02","10,100,600.70","141,366.00","71.45","United States","NASDAQ","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","10,064,987.37","0.02","10,064,987.37","29,609.00","339.93","United States","NYSE","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","10,035,651.89","0.02","10,035,651.89","33,431.00","300.19","United States","NYSE","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","10,015,225.25","0.02","10,015,225.25","83,495.00","119.95","United States","NASDAQ","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","9,954,621.60","0.02","9,954,621.60","71,390.00","139.44","United States","NASDAQ","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,899,624.16","0.02","9,899,624.16","38,586.00","256.56","United States","NASDAQ","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","9,886,372.60","0.02","9,886,372.60","59,740.00","165.49","Peru","NYSE","USD","1.00","USD","-"
"MDLN","MEDLINE INC CLASS A","Health Care","Equity","9,877,635.63","0.02","9,877,635.63","231,489.00","42.67","United States","NASDAQ","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","9,826,545.36","0.02","9,826,545.36","97,563.00","100.72","United States","NASDAQ","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","9,804,978.40","0.02","9,804,978.40","72,016.00","136.15","United States","NYSE","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","9,784,670.28","0.02","9,784,670.28","114,884.00","85.17","United States","NYSE","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","9,771,565.32","0.02","9,771,565.32","35,307.00","276.76","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","9,745,110.12","0.02","9,745,110.12","30,084.00","323.93","United States","NYSE","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","9,591,562.32","0.02","9,591,562.32","671,208.00","14.29","United States","NYSE","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","9,577,058.04","0.02","9,577,058.04","46,827.00","204.52","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,566,785.62","0.02","9,566,785.62","128,534.00","74.43","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","9,556,557.92","0.02","9,556,557.92","181,064.00","52.78","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","9,495,857.16","0.02","9,495,857.16","487,467.00","19.48","United States","NASDAQ","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","9,489,290.26","0.02","9,489,290.26","48,929.00","193.94","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,445,435.92","0.02","9,445,435.92","55,353.00","170.64","United States","NYSE","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","9,437,333.52","0.02","9,437,333.52","110,172.00","85.66","United States","NYSE","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","9,434,410.52","0.02","9,434,410.52","32,173.00","293.24","United States","NYSE","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","9,416,980.98","0.02","9,416,980.98","460,263.00","20.46","United States","NYSE","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","9,376,418.26","0.02","9,376,418.26","68,486.00","136.91","United States","NYSE","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","9,367,784.40","0.02","9,367,784.40","27,080.00","345.93","United States","NYSE","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","9,354,434.48","0.02","9,354,434.48","138,134.00","67.72","United States","NYSE","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","9,260,944.23","0.02","9,260,944.23","94,683.00","97.81","United States","NYSE","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS","Consumer Discretionary","Equity","9,252,229.50","0.02","9,252,229.50","124,191.00","74.50","United States","NYSE","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","9,255,441.24","0.02","9,255,441.24","88,349.00","104.76","United States","NYSE","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","9,226,331.79","0.02","9,226,331.79","47,283.00","195.13","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","9,201,054.24","0.02","9,201,054.24","149,562.00","61.52","United States","NYSE","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","9,194,385.27","0.02","9,194,385.27","99,733.00","92.19","United States","NASDAQ","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","9,187,948.95","0.02","9,187,948.95","205,685.00","44.67","United States","NYSE","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","9,140,128.20","0.02","9,140,128.20","204,340.00","44.73","United States","NYSE","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","9,106,839.00","0.02","9,106,839.00","116,575.00","78.12","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","9,084,025.30","0.02","9,084,025.30","24,742.00","367.15","United States","NYSE","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","9,084,779.30","0.02","9,084,779.30","38,882.00","233.65","United States","NASDAQ","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","9,066,200.40","0.02","9,066,200.40","15,660.00","578.94","United States","NYSE","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","9,034,201.35","0.02","9,034,201.35","68,895.00","131.13","United States","NASDAQ","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","9,011,699.73","0.02","9,011,699.73","26,799.00","336.27","United States","NYSE","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","8,997,483.52","0.02","8,997,483.52","60,208.00","149.44","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","8,976,207.00","0.02","8,976,207.00","120,486.00","74.50","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","8,945,989.32","0.02","8,945,989.32","60,659.00","147.48","United States","NYSE","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","8,912,205.12","0.02","8,912,205.12","90,168.00","98.84","United States","NYSE","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","8,908,596.69","0.02","8,908,596.69","54,397.00","163.77","United States","NYSE","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","8,878,947.00","0.02","8,878,947.00","348,194.00","25.50","United States","NYSE","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","8,828,834.40","0.02","8,828,834.40","104,040.00","84.86","United States","NYSE","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,830,728.27","0.02","8,830,728.27","193,529.00","45.63","United States","NASDAQ","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","8,794,832.49","0.02","8,794,832.49","48,787.00","180.27","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","8,787,124.45","0.02","8,787,124.45","365,369.00","24.05","United States","NASDAQ","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","8,782,448.97","0.02","8,782,448.97","150,153.00","58.49","United States","NASDAQ","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","8,763,438.32","0.02","8,763,438.32","326,872.00","26.81","United States","NYSE","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","8,766,504.75","0.02","8,766,504.75","194,595.00","45.05","United States","NASDAQ","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","8,756,447.34","0.02","8,756,447.34","45,134.00","194.01","United States","NYSE","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","8,749,313.16","0.02","8,749,313.16","186,116.00","47.01","United States","NASDAQ","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","8,742,766.44","0.02","8,742,766.44","155,787.00","56.12","United States","NYSE","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","8,666,870.25","0.02","8,666,870.25","113,515.00","76.35","United States","NASDAQ","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","8,647,608.20","0.02","8,647,608.20","90,970.00","95.06","United States","NASDAQ","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","8,642,480.00","0.02","8,642,480.00","77,165.00","112.00","United States","NYSE","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","8,643,260.67","0.02","8,643,260.67","192,973.00","44.79","United States","NYSE","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","8,614,562.95","0.02","8,614,562.95","36,185.00","238.07","United States","NYSE","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","8,614,601.82","0.02","8,614,601.82","551,511.00","15.62","United States","NASDAQ","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,602,243.87","0.02","8,602,243.87","83,347.00","103.21","United States","NYSE","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,536,965.99","0.02","8,536,965.99","135,357.00","63.07","United States","NYSE","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","8,439,051.44","0.02","8,439,051.44","41,134.00","205.16","United States","NYSE","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","8,426,888.82","0.02","8,426,888.82","81,137.00","103.86","United States","NYSE","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","8,424,052.56","0.02","8,424,052.56","30,184.00","279.09","United States","NYSE","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","8,365,524.82","0.02","8,365,524.82","94,483.00","88.54","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","8,309,040.48","0.02","8,309,040.48","303,693.00","27.36","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","8,307,657.60","0.02","8,307,657.60","137,544.00","60.40","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","8,300,609.90","0.02","8,300,609.90","493,790.00","16.81","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","8,288,477.20","0.02","8,288,477.20","84,836.00","97.70","United States","NYSE","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","8,278,026.21","0.02","8,278,026.21","216,759.00","38.19","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,273,573.60","0.02","8,273,573.60","52,564.00","157.40","United States","NASDAQ","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","8,212,580.75","0.02","8,212,580.75","191,950.00","42.78","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","8,206,954.14","0.02","8,206,954.14","22,638.00","362.53","United States","NASDAQ","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","8,203,572.90","0.02","8,203,572.90","118,122.00","69.45","United States","NYSE","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","8,131,225.63","0.02","8,131,225.63","357,731.00","22.73","United States","NYSE","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","8,038,165.20","0.02","8,038,165.20","202,728.00","39.65","United States","NYSE","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","8,018,788.08","0.02","8,018,788.08","47,426.00","169.08","United States","NASDAQ","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","8,020,070.76","0.02","8,020,070.76","790,934.00","10.14","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","8,016,774.40","0.02","8,016,774.40","110,272.00","72.70","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","7,984,984.41","0.02","7,984,984.41","235,337.00","33.93","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","7,978,279.26","0.02","7,978,279.26","97,797.00","81.58","United States","NYSE","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","7,970,265.87","0.02","7,970,265.87","63,021.00","126.47","United States","NASDAQ","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","7,965,562.24","0.02","7,965,562.24","42,128.00","189.08","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","7,957,531.20","0.02","7,957,531.20","110,752.00","71.85","United States","NYSE","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","7,883,053.40","0.02","7,883,053.40","422,005.00","18.68","United States","NYSE","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","7,873,782.04","0.02","7,873,782.04","118,474.00","66.46","United States","NASDAQ","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","7,862,296.52","0.02","7,862,296.52","99,788.00","78.79","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","7,857,930.38","0.02","7,857,930.38","52,306.00","150.23","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","7,811,668.08","0.02","7,811,668.08","56,808.00","137.51","United States","NYSE","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","7,813,478.33","0.02","7,813,478.33","199,171.00","39.23","United States","NYSE","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","7,790,779.80","0.02","7,790,779.80","167,220.00","46.59","United States","NYSE","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,752,775.03","0.02","7,752,775.03","186,949.00","41.47","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","7,729,167.30","0.02","7,729,167.30","35,615.00","217.02","United States","NYSE","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","7,707,443.76","0.02","7,707,443.76","34,869.00","221.04","United States","NYSE","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","7,706,022.38","0.02","7,706,022.38","106,246.00","72.53","United States","NYSE","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","7,699,333.50","0.02","7,699,333.50","211,230.00","36.45","United States","NYSE","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","7,581,951.85","0.02","7,581,951.85","36,373.00","208.45","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","7,556,715.87","0.02","7,556,715.87","388,121.00","19.47","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","7,538,571.04","0.02","7,538,571.04","40,456.00","186.34","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,477,074.76","0.02","7,477,074.76","76,814.00","97.34","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","7,442,111.25","0.02","7,442,111.25","133,875.00","55.59","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","7,396,656.08","0.02","7,396,656.08","25,784.00","286.87","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","7,371,238.80","0.02","7,371,238.80","15,791.00","466.80","United States","NASDAQ","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","7,367,561.40","0.02","7,367,561.40","20,220.00","364.37","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,344,478.08","0.02","7,344,478.08","83,612.00","87.84","United States","NYSE","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","7,325,554.32","0.02","7,325,554.32","341,996.00","21.42","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","7,317,930.24","0.02","7,317,930.24","39,192.00","186.72","United States","NYSE","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","7,214,494.32","0.02","7,214,494.32","82,811.00","87.12","United States","NYSE","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,214,718.00","0.02","7,214,718.00","27,123.00","266.00","United States","NYSE","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","7,198,410.68","0.02","7,198,410.68","511,978.00","14.06","United States","NYSE","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","7,121,913.40","0.02","7,121,913.40","182,660.00","38.99","United States","NASDAQ","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","7,100,097.55","0.02","7,100,097.55","222,923.00","31.85","United States","NYSE","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","7,084,544.53","0.02","7,084,544.53","59,549.00","118.97","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","7,017,701.34","0.02","7,017,701.34","319,422.00","21.97","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","6,981,307.93","0.02","6,981,307.93","73,187.00","95.39","United States","NYSE","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","6,976,731.85","0.02","6,976,731.85","79,871.00","87.35","United States","NYSE","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","6,978,795.46","0.02","6,978,795.46","50,218.00","138.97","United States","NYSE","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","6,948,193.68","0.02","6,948,193.68","622,598.00","11.16","United States","NYSE","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","6,949,632.82","0.02","6,949,632.82","137,426.00","50.57","United States","NYSE","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","6,933,525.90","0.02","6,933,525.90","113,851.00","60.90","United States","NYSE","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","6,925,574.16","0.02","6,925,574.16","90,424.00","76.59","United States","NYSE","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","6,913,546.02","0.02","6,913,546.02","69,961.00","98.82","United States","NYSE","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","6,910,029.52","0.02","6,910,029.52","86,246.00","80.12","United States","NYSE","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","6,900,399.36","0.02","6,900,399.36","145,701.00","47.36","United States","NYSE","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,835,032.13","0.02","6,835,032.13","46,217.00","147.89","United States","NYSE","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","6,823,310.40","0.02","6,823,310.40","37,164.00","183.60","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","6,798,253.44","0.02","6,798,253.44","105,171.00","64.64","United States","NYSE","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","6,736,951.16","0.02","6,736,951.16","70,426.00","95.66","United States","NYSE","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","6,701,901.16","0.02","6,701,901.16","290,377.00","23.08","United States","NYSE","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","6,658,263.18","0.02","6,658,263.18","241,767.00","27.54","United States","NYSE","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","6,632,327.12","0.02","6,632,327.12","112,718.00","58.84","United States","NYSE","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","6,626,270.80","0.02","6,626,270.80","143,116.00","46.30","United States","NASDAQ","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","6,622,287.93","0.02","6,622,287.93","272,859.00","24.27","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","6,593,224.95","0.02","6,593,224.95","77,195.00","85.41","United States","NYSE","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","6,543,600.21","0.02","6,543,600.21","71,351.00","91.71","United States","NYSE","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","6,466,647.21","0.01","6,466,647.21","59,893.00","107.97","United States","NYSE","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,458,714.24","0.01","6,458,714.24","47,168.00","136.93","United States","NASDAQ","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","6,445,730.48","0.01","6,445,730.48","18,718.00","344.36","United States","NASDAQ","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","6,404,828.64","0.01","6,404,828.64","262,924.00","24.36","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","6,408,425.70","0.01","6,408,425.70","316,935.00","20.22","United States","NYSE","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","6,401,156.16","0.01","6,401,156.16","162,631.00","39.36","United States","NYSE","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","6,341,681.97","0.01","6,341,681.97","122,877.00","51.61","United States","NASDAQ","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","6,343,844.82","0.01","6,343,844.82","59,018.00","107.49","United States","NYSE","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","6,326,707.86","0.01","6,326,707.86","220,366.00","28.71","United States","NYSE","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","6,322,004.22","0.01","6,322,004.22","133,207.00","47.46","United States","NASDAQ","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","6,283,153.34","0.01","6,283,153.34","60,842.00","103.27","United States","NYSE","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","6,271,542.45","0.01","6,271,542.45","22,017.00","284.85","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","6,250,358.40","0.01","6,250,358.40","109,272.00","57.20","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","6,230,156.32","0.01","6,230,156.32","363,911.00","17.12","United States","NYSE","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","6,221,400.84","0.01","6,221,400.84","110,426.00","56.34","United States","NYSE","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","6,152,724.16","0.01","6,152,724.16","46,112.00","133.43","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","6,129,149.01","0.01","6,129,149.01","109,079.00","56.19","United States","NASDAQ","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","6,033,576.20","0.01","6,033,576.20","17,135.00","352.12","United States","NASDAQ","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","6,028,771.14","0.01","6,028,771.14","34,533.00","174.58","United States","NYSE","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","6,008,276.80","0.01","6,008,276.80","63,647.00","94.40","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","5,975,353.26","0.01","5,975,353.26","228,154.00","26.19","United States","NYSE","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","5,965,755.50","0.01","5,965,755.50","47,030.00","126.85","United States","NYSE","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","5,962,483.98","0.01","5,962,483.98","47,389.00","125.82","United States","NYSE","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","5,963,401.51","0.01","5,963,401.51","113,179.00","52.69","United States","NASDAQ","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","5,944,102.45","0.01","5,944,102.45","188,045.00","31.61","United States","NASDAQ","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","5,933,848.98","0.01","5,933,848.98","146,046.00","40.63","Germany","NYSE","USD","1.00","USD","-"
