case_id,ticker,cik,sector,market_cap_at_entry,entry_date,entry_cross_section,outcome_class,forward_return_3yr,sp500_return_3yr,alpha_3yr,spread_variance_slope,spread_theta,si_zipf_velocity,si_zipf_velocity_fixed,si_csd,si_d1,si_d2,si_theta,si_beta,si_change,composite,fisher_information,benford_structural_stress,eps_round_number_excess,base10_excess,form4_net_direction,form4_net_value,form4_buy_sell_ratio,form4_purchases_count,form4_purchases_value,form4_sales_count,form4_sales_value
MC-FHN-PC-2020-09-30,FHN-PC,,Unknown,13189556317,2020-09-30,2020-Q3,trap,-0.179,0.3,-0.479,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,
MC-FHN-PC-2022-03-31,FHN-PC,,Unknown,13189556317,2022-03-31,2022-Q1,trap,-0.0683,0.28,-0.3483,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,
MC-LSCC-2020-09-30,LSCC,0000855658,Information Technology,13082880774,2020-09-30,2020-Q3,winner,1.9672,0.3,1.6672,0.0032605072302558397,0.5283576675433289,-0.1,-0.1,0.9745584476419865,0.040239722445532616,-0.009675242026647931,4.605170185988091,0.008811458272860626,0.08660251270513057,0.19999999999999996,0.169342710823368,STRUCTURAL_STRESS,0.04675324675324674,-0.10417324663594646,,,,,,,
MC-LSCC-2022-03-31,LSCC,0000855658,Information Technology,13082880774,2022-03-31,2022-Q1,trap,-0.1395,0.28,-0.4195,-0.0018465441176470582,0.33284375744425865,0.8296703296703297,0.8296703296703297,0.42564617238518904,-0.04770480362674358,-0.024887405665005257,0.3928378612516084,0.010640743171710576,0.430585321842096,0.1499999999999999,0.169342710823368,STRUCTURAL_STRESS,0.038636363636363635,-0.09883973000629115,,,,,,,
MC-CACI-2020-09-30,CACI,0000016058,Industrials,12999862064,2020-09-30,2020-Q3,mixed,0.4727,0.3,0.1727,0.0032605072302558397,0.5283576675433289,0.8,0.8,0.45770064226530816,0.004947821589756776,0.07466209214718231,1.7831414970963808,-0.0010679121131361264,-0.03442481975312367,0.050000000000000044,0.14779313468928007,STRUCTURAL_STRESS,-0.07850467289719627,-0.09640485727056808,,,,,,,
MC-CACI-2022-03-31,CACI,0000016058,Industrials,12999862064,2022-03-31,2022-Q1,mixed,0.218,0.28,-0.062,-0.0018465441176470582,0.33284375744425865,-0.26373626373626374,-0.26373626373626374,0.5535898372894046,-0.029708058232745818,0.1048996366285314,0.28102307104473,-0.0023583025769644992,-1.0611793035449624,-0.15000000000000002,0.14779313468928007,STRUCTURAL_STRESS,-0.08000000000000002,-0.07718309986039833,,,,,,,
MC-WCC-2020-09-30,WCC,0000929008,Industrials,12978741732,2020-09-30,2020-Q3,winner,2.2672,0.3,1.9672,0.0032605072302558397,0.5283576675433289,2.3,2.3,0.9592122223961569,0.03370575465747454,-0.07913223437834482,0.8224937932161034,0.0189837060809493,0.23670624005461716,0.3500000000000001,0.10957867910261408,STRUCTURAL_STRESS,0.03893805309734513,-0.07381699712865283,,,,,,,
MC-WCC-2022-03-31,WCC,0000929008,Industrials,12978741732,2022-03-31,2022-Q1,mixed,0.1933,0.28,-0.0867,-0.0018465441176470582,0.33284375744425865,0.7307692307692307,0.7307692307692307,0.6356415975927643,-0.044657843777184514,0.10252216554897207,0.86122840867837,0.014588851388680575,0.5982867272027373,0.050000000000000044,0.16735115087793884,STRUCTURAL_STRESS,0.015999999999999986,-0.06442474425093833,,,,,,,
MC-PEN-2020-09-30,PEN,0001321732,Health Care,12957536080,2020-09-30,2020-Q3,mixed,0.2445,0.3,-0.0555,0.0032605072302558397,0.5283576675433289,0.2,0.2,0.999989851036396,-0.10588729168331987,-0.06919512461149527,1.458271090257496,0.001033435979702644,0.042625304037991536,-0.30000000000000004,0.05452851932815693,STRUCTURAL_STRESS,0.1389830508474576,-0.03145592058212994,,,,,,,
MC-PEN-2022-03-31,PEN,0001321732,Health Care,12957536080,2022-03-31,2022-Q1,mixed,0.2038,0.28,-0.0762,-0.0018465441176470582,0.33284375744425865,-0.06043956043956044,-0.06043956043956044,0.5129906855415112,-0.016219919580612894,-0.012923328143640967,1.4606267602303094,0.008686528821191771,0.4911321910171243,0.19999999999999996,0.05452851932815693,STRUCTURAL_STRESS,0.16619718309859155,-0.04076900920799274,,,,,,,
MC-FITBO-2020-09-30,FITBO,,Unknown,12926307748,2020-09-30,2020-Q3,trap,-0.2036,0.3,-0.5036,0.0032605072302558397,0.5283576675433289,15.3,,0.9055024130636848,-0.7479634376414379,-0.2161958193018443,0.7098599854381104,0.003627061623716692,-0.23003902408071328,-0.44999999999999996,,,,,,,,,,,
MC-FITBO-2022-03-31,FITBO,,Unknown,12926307748,2022-03-31,2022-Q1,trap,-0.0839,0.28,-0.3639,-0.0018465441176470582,0.33284375744425865,7.483516483516484,,0.11562345627353947,-1.1590754467901785,0.10076502585809631,0.9419103688073812,0.012203649195192318,0.4627499748612799,0.25,,,,,,,,,,,
MC-FNMAS-2020-09-30,FNMAS,,Unknown,12854772435,2020-09-30,2020-Q3,trap,-0.75,0.3,-1.05,0.0032605072302558397,0.5283576675433289,-50.9,,0.02847248433630937,0.014185095952851574,0.04639717949203823,0.8142957177866206,-0.01303498868749873,-0.24921380204995078,-0.09999999999999998,,,,,,,,,,,
MC-FNMAS-2022-03-31,FNMAS,,Unknown,12854772435,2022-03-31,2022-Q1,winner,2.6957,0.28,2.4157,-0.0018465441176470582,0.33284375744425865,-14.027472527472527,,0.4633986098836749,0.010448318238610785,0.012363331039425133,0.5883884903591594,-0.0006792918095529874,0.015711461988109226,0.050000000000000044,,,,,,,,,,,
MC-HUBS-2020-09-30,HUBS,0001404655,Information Technology,12781154962,2020-09-30,2020-Q3,winner,0.6853,0.3,0.3853,0.0032605072302558397,0.5283576675433289,1.5,1.5,0.6860120365770294,-0.0011092984464530775,-0.06191083693945715,4.605170185988091,0.059642556596374664,0.65045924009621,0.050000000000000044,0.114579417945836,STRUCTURAL_STRESS,,-0.14805910110406464,,,,,,,
MC-HUBS-2022-03-31,HUBS,0001404655,Information Technology,12781154962,2022-03-31,2022-Q1,mixed,0.2029,0.28,-0.0771,-0.0018465441176470582,0.33284375744425865,0.3791208791208791,0.3791208791208791,0.5017433317115308,0.034568191892857134,0.0070440451751972305,1.9675941552042795,0.0011091233169215258,0.06635899818125447,0.050000000000000044,0.114579417945836,STRUCTURAL_STRESS,,-0.08944206468173332,,,,,,,
MC-RITM-PD-2022-03-31,RITM-PD,,Unknown,12730139427,2022-03-31,2022-Q1,trap,-0.0017,0.28,-0.2817,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,
MC-RITM-PB-2020-09-30,RITM-PB,,Unknown,12719725987,2020-09-30,2020-Q3,underperform,0.0752,0.3,-0.2248,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,
MC-RITM-PB-2022-03-31,RITM-PB,,Unknown,12719725987,2022-03-31,2022-Q1,underperform,0.0248,0.28,-0.2552,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,
MC-MET-PF-2020-09-30,MET-PF,,Unknown,12698090026,2020-09-30,2020-Q3,trap,-0.2202,0.3,-0.5202,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,
MC-MET-PF-2022-03-31,MET-PF,,Unknown,12698090026,2022-03-31,2022-Q1,trap,-0.1695,0.28,-0.4495,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,
MC-RPM-2020-09-30,RPM,0000110621,Materials,12647262057,2020-09-30,2020-Q3,underperform,0.1445,0.3,-0.1555,0.0032605072302558397,0.5283576675433289,-0.7,-0.7,0.9967805286537259,0.09269133349220812,-0.02449672730927451,4.605170185988091,0.015508977030410662,0.12417426113996913,0.30000000000000004,0.3335120665518793,STRUCTURAL_STRESS,-0.041121495327102825,-0.05917807977387987,,,,,,,
MC-RPM-2022-03-31,RPM,0000110621,Materials,12647262057,2022-03-31,2022-Q1,mixed,0.4204,0.28,0.1404,-0.0018465441176470582,0.33284375744425865,-0.21428571428571427,-0.21428571428571427,0.43419251000895315,-0.020818205352377196,-0.019625610249522536,1.1612412049240433,-0.0018475571620568106,-0.14034649279816167,0.050000000000000044,0.3335120665518793,STRUCTURAL_STRESS,-0.032,-0.05220404570234684,,,,,,,
MC-GWRE-2020-09-30,GWRE,0001528396,Information Technology,12639804049,2020-09-30,2020-Q3,trap,-0.1369,0.3,-0.4369,0.0032605072302558397,0.5283576675433289,-0.9,-0.9,3.409893546305284e-05,0.05871192034516538,0.01646208870626221,0.9251088757988893,0.011962962966729059,0.14181801011069015,0.25,0.10317278870638978,NATURAL_PROCESS,0.02580645161290321,0.044021333110733904,,,,,,,
MC-GWRE-2022-03-31,GWRE,0001528396,Information Technology,12639804049,2022-03-31,2022-Q1,winner,0.9801,0.28,0.7001,-0.0018465441176470582,0.33284375744425865,-0.17582417582417584,-0.17582417582417584,0.5759886156463085,0.004449352563267469,-0.009714821846742529,0.8615602504733032,0.002142675887249021,0.09598264259551381,0.050000000000000044,0.10317278870638978,STRUCTURAL_STRESS,0.029357798165137616,0.039131095000363894,,,,,,,
MC-FNF-2020-09-30,FNF,0001331875,Financials,12635776879,2020-09-30,2020-Q3,mixed,0.372,0.3,0.072,0.0032605072302558397,0.5283576675433289,-3.7,-3.7,0.0002472172211705012,-0.020269623471385348,-0.053830956265361815,0.7424823064635508,0.010095124651355898,0.20862693079907052,0.19999999999999996,0.14156162206996106,STRUCTURAL_STRESS,-0.02812500000000001,-0.06115326355477053,,,,,,,
MC-FNF-2022-03-31,FNF,0001331875,Financials,12635776879,2022-03-31,2022-Q1,mixed,0.3857,0.28,0.1057,-0.0018465441176470582,0.33284375744425865,-0.07142857142857142,-0.07142857142857142,0.65526656584633,-0.08770423321827511,0.03564681558550742,0.5524004433851932,-0.0006292831024877659,0.05193050822357273,-0.050000000000000044,0.12690406607401505,STRUCTURAL_STRESS,-0.015789473684210548,-0.06042077102183703,,,,,,,
MC-TIGO-2020-09-30,TIGO,0000912958,Communication,12623263709,2020-09-30,2020-Q3,trap,-0.4898,0.3,-0.7898,0.0032605072302558397,0.5283576675433289,,,0.0022784311029241107,-0.056887478904088226,-0.08881749887223231,0.9379446933051199,-0.014705735174853914,0.15196618184610425,-0.15000000000000002,,,,,,,,,,,
MC-TIGO-2022-03-31,TIGO,0000912958,Communication,12623263709,2022-03-31,2022-Q1,mixed,0.2007,0.28,-0.0793,-0.0018465441176470582,0.33284375744425865,,,0.3466576652152519,-0.10663460022059902,0.09622360126616009,0.6180002343856432,-0.006203473335670587,-0.20969507054716796,-0.050000000000000044,,,,,,,,,,,
